id,class_room_id,dayoftheWeek,from,to
924,12,thu,13:30,14:45
925,12,tue,16:30,17:45
926,12,thu,16:30,17:45
927,13,tue,16:30,17:45
928,13,thu,16:30,17:45
929,4,mon,15:00,16:15
930,4,wed,16:30,17:45
931,151,tue,09:00,10:15
932,151,thu,09:00,10:15
933,101,tue,15:00,16:15
934,101,thu,15:00,16:15
935,152,fri,16:30,22:15
936,152,fri,16:30,22:15
937,152,fri,16:30,22:15
938,152,fri,16:30,22:15
939,12,wed,18:00,20:45
940,11,wed,18:00,20:45
941,151,mon,13:30,14:45
942,151,fri,12:00,13:15
943,13,wed,15:00,16:15
944,13,fri,15:00,16:15
945,7,tue,10:30,11:45
946,7,thu,10:30,11:45
947,7,mon,09:00,10:15
948,7,wed,10:30,11:45
949,11,mon,10:30,11:45
950,11,wed,12:00,13:15
951,11,wed,13:30,14:45
952,11,fri,13:30,14:45
953,150,thu,16:30,22:15
954,162,mon,13:30,14:45
955,162,fri,12:00,13:15
956,68,tue,10:30,11:45
957,68,thu,10:30,11:45
958,20,tue,12:00,13:15
959,20,thu,12:00,13:15
960,81,wed,15:00,16:15
961,81,fri,15:00,16:15
962,67,mon,10:30,11:45
963,67,wed,12:00,13:15
964,78,wed,15:00,16:15
965,78,fri,15:00,16:15
966,80,wed,09:00,10:15
967,80,fri,09:00,10:15
968,61,tue,10:30,11:45
969,61,thu,10:30,11:45
970,68,tue,13:30,14:45
971,68,thu,13:30,14:45
972,75,mon,15:00,16:15
973,75,wed,16:30,17:45
974,74,mon,15:00,16:15
975,74,wed,16:30,17:45
976,55,mon,18:00,18:50
977,82,tue,10:30,11:45
978,82,thu,10:30,11:45
979,82,tue,12:00,13:15
980,82,thu,12:00,13:15
981,73,mon,12:00,13:15
982,73,fri,10:30,11:45
983,64,tue,10:30,11:45
984,64,thu,10:30,11:45
985,75,wed,13:30,14:45
986,75,fri,13:30,14:45
987,82,tue,15:00,16:15
988,82,thu,15:00,16:15
989,82,wed,09:00,10:15
990,82,fri,09:00,10:15
991,75,wed,15:00,16:15
992,75,fri,15:00,16:15
993,82,tue,09:00,10:15
994,82,thu,09:00,10:15
995,75,mon,10:30,11:45
996,75,wed,12:00,13:15
997,78,tue,13:30,14:45
998,78,thu,13:30,14:45
999,77,mon,10:30,11:45
1000,77,wed,12:00,13:15
1001,32,mon,15:00,16:15
1002,32,wed,16:30,17:45
1003,38,tue,12:00,13:15
1004,38,thu,12:00,13:15
1005,38,tue,15:00,16:15
1006,38,thu,15:00,16:15
1007,31,wed,15:00,16:15
1008,31,fri,15:00,16:15
1009,29,wed,13:30,14:45
1010,29,fri,13:30,14:45
1011,28,tue,15:00,16:15
1012,28,thu,15:00,16:15
1013,30,tue,13:30,14:45
1014,30,thu,13:30,14:45
1015,26,tue,09:00,10:15
1016,26,thu,09:00,10:15
1017,26,tue,12:00,13:15
1018,26,thu,12:00,13:15
1019,20,mon,12:00,13:15
1020,20,fri,10:30,11:45
1021,32,mon,10:30,11:45
1022,32,wed,12:00,13:15
1023,29,mon,15:00,16:15
1024,29,wed,16:30,17:45
1025,30,mon,13:30,14:45
1026,30,fri,12:00,13:15
1027,38,tue,10:30,11:45
1028,38,thu,10:30,11:45
1029,37,thu,16:30,19:15
1030,27,wed,10:30,13:15
1031,103,tue,12:00,13:15
1032,103,thu,12:00,13:15
1033,157,wed,13:30,14:45
1034,157,fri,13:30,14:45
1035,157,mon,10:30,11:45
1036,157,wed,12:00,13:15
1037,157,tue,15:00,16:15
1038,157,thu,15:00,16:15
1039,13,mon,09:00,10:15
1040,13,wed,10:30,11:45
1041,88,tue,13:30,14:45
1042,88,thu,13:30,14:45
1043,158,tue,15:00,20:50
1044,13,wed,13:30,14:45
1045,13,fri,13:30,14:45
1046,12,mon,10:30,11:45
1047,12,wed,12:00,13:15
1048,15,mon,15:00,20:50
1049,15,tue,15:00,20:50
1050,15,wed,15:00,20:50
1051,15,thu,15:00,20:50
1052,15,fri,15:00,20:50
1053,19,mon,09:00,10:15
1054,19,wed,10:30,11:45
1055,7,tue,12:00,13:15
1056,7,thu,12:00,13:15
1057,13,tue,09:00,10:15
1058,13,thu,09:00,10:15
1059,13,tue,10:30,11:45
1060,13,thu,10:30,11:45
1061,5,tue,16:30,17:45
1062,5,thu,16:30,17:45
1063,88,tue,15:00,16:15
1064,88,thu,15:00,16:15
1065,12,tue,10:30,11:45
1066,12,thu,10:30,11:45
1067,5,tue,13:30,14:45
1068,5,thu,13:30,14:45
1069,6,mon,09:00,10:15
1070,6,wed,10:30,11:45
1071,4,mon,10:30,11:45
1072,4,wed,12:00,13:15
1073,151,mon,09:00,10:15
1074,151,wed,10:30,11:45
1075,158,mon,15:00,20:50
1076,158,wed,15:00,20:50
1077,158,thu,15:00,20:50
1078,158,fri,15:00,20:50
1079,11,tue,10:30,11:45
1080,11,thu,10:30,11:45
1081,11,tue,12:00,13:15
1082,11,thu,12:00,13:15
1083,12,wed,13:30,14:45
1084,12,fri,13:30,14:45
1085,6,wed,15:00,16:15
1086,6,fri,15:00,16:15
1087,11,wed,15:00,16:15
1088,11,fri,15:00,16:15
1089,156,wed,16:30,17:45
1090,156,fri,16:30,17:45
1091,16,tue,13:30,14:45
1092,16,thu,13:30,14:45
1093,16,tue,15:00,16:15
1094,16,thu,15:00,16:15
1095,57,tue,18:00,20:45
1096,51,thu,16:30,19:15
1097,37,wed,09:00,10:15
1098,37,fri,09:00,10:15
1099,169,tue,10:30,11:45
1100,169,thu,10:30,11:45
1101,169,mon,10:30,11:45
1102,169,wed,12:00,13:15
1103,169,tue,09:00,10:15
1104,169,thu,09:00,10:15
1105,175,tue,15:00,16:15
1106,175,thu,15:00,16:15
1107,169,tue,13:30,14:45
1108,169,thu,13:30,14:45
1109,160,tue,15:00,16:15
1110,160,thu,15:00,16:15
1111,5,mon,10:30,11:45
1112,5,wed,12:00,13:15
1113,160,tue,10:30,11:45
1114,160,thu,10:30,11:45
1115,5,mon,09:00,10:15
1116,5,wed,10:30,11:45
1117,12,mon,12:00,13:15
1118,12,fri,10:30,11:45
1119,6,mon,10:30,11:45
1120,6,wed,12:00,13:15
1121,5,wed,13:30,14:45
1122,5,fri,13:30,14:45
1123,12,tue,09:00,10:15
1124,12,thu,09:00,10:15
1125,159,mon,16:30,22:15
1126,159,thu,16:30,22:15
1127,14,wed,15:00,19:15
1128,6,tue,12:00,13:15
1129,6,thu,12:00,13:15
1130,14,mon,09:00,10:15
1131,14,wed,10:30,11:45
1132,4,mon,13:30,14:45
1133,4,fri,12:00,13:15
1134,6,tue,13:30,14:45
1135,6,thu,13:30,14:45
1136,11,tue,15:00,16:15
1137,11,thu,15:00,16:15
1138,4,tue,10:30,11:45
1139,4,thu,10:30,11:45
1140,101,mon,15:00,16:15
1141,101,wed,16:30,17:45
1142,101,tue,16:30,17:45
1143,101,thu,16:30,17:45
1144,7,wed,13:30,14:45
1145,7,fri,13:30,14:45
1146,8,sat,13:00,18:45
1147,10,sat,13:00,18:45
1148,9,sat,13:00,18:45
1149,13,tue,12:00,13:15
1150,13,thu,12:00,13:15
1151,7,mon,13:30,14:45
1152,7,fri,12:00,13:15
1153,11,mon,15:00,16:15
1154,11,wed,16:30,17:45
1155,11,tue,16:30,19:15
1156,7,mon,12:00,13:15
1157,7,fri,10:30,11:45
1158,11,mon,16:30,19:15
1159,13,fri,16:30,17:45
1160,86,wed,10:30,11:45
1161,86,fri,10:30,11:45
1162,86,mon,10:30,11:45
1163,86,wed,09:00,10:15
1164,92,mon,10:30,11:45
1165,92,wed,12:00,13:15
1166,107,tue,10:30,11:45
1167,107,thu,10:30,11:45
1168,79,mon,09:00,10:15
1169,79,wed,10:30,11:45
1170,80,tue,12:00,13:15
1171,80,thu,12:00,13:15
1172,67,tue,10:30,11:45
1173,67,thu,10:30,11:45
1174,82,wed,15:00,16:15
1175,82,fri,15:00,16:15
1176,48,mon,15:00,16:15
1177,48,wed,16:30,17:45
1178,67,tue,15:00,16:15
1179,67,thu,15:00,16:15
1180,71,tue,16:30,17:45
1181,71,thu,16:30,17:45
1182,80,mon,10:30,11:45
1183,80,wed,12:00,13:15
1184,73,mon,16:30,17:45
1185,73,fri,16:30,17:45
1186,67,tue,13:30,14:45
1187,67,thu,13:30,14:45
1188,74,wed,09:00,10:15
1189,74,fri,09:00,10:15
1190,74,tue,09:00,10:15
1191,74,thu,09:00,10:15
1192,81,mon,12:00,13:15
1193,81,fri,10:30,11:45
1194,73,mon,13:30,14:45
1195,73,fri,12:00,13:15
1196,82,wed,13:30,14:45
1197,82,fri,13:30,14:45
1198,52,wed,10:00,13:00
1199,81,mon,15:00,16:15
1200,81,wed,16:30,17:45
1201,66,mon,13:30,14:45
1202,66,fri,12:00,13:15
1203,80,wed,13:30,14:45
1204,80,fri,13:30,14:45
1205,79,mon,13:30,14:45
1206,79,fri,12:00,13:15
1207,79,mon,10:30,11:45
1208,79,wed,12:00,13:15
1209,73,tue,13:30,14:45
1210,73,thu,13:30,14:45
1211,68,wed,13:30,14:45
1212,68,fri,13:30,14:45
1213,80,mon,12:00,13:15
1214,80,fri,10:30,11:45
1215,81,tue,10:30,11:45
1216,81,thu,10:30,11:45
1217,81,mon,10:30,11:45
1218,81,wed,12:00,13:15
1219,79,tue,16:30,17:45
1220,79,thu,16:30,17:45
1221,79,tue,10:30,11:45
1222,79,thu,10:30,11:45
1223,58,tue,13:30,16:30
1224,50,wed,15:00,18:00
1225,23,wed,09:00,10:15
1226,23,fri,09:00,10:15
1227,24,tue,09:00,10:15
1228,24,thu,09:00,10:15
1229,24,wed,15:00,16:15
1230,24,fri,15:00,16:15
1231,24,tue,12:00,13:15
1232,24,thu,12:00,13:15
1233,28,mon,10:30,11:45
1234,28,wed,12:00,13:15
1235,37,mon,13:30,14:45
1236,37,fri,12:00,13:15
1237,24,tue,10:30,11:45
1238,24,thu,10:30,11:45
1239,32,tue,16:30,17:45
1240,32,thu,16:30,17:45
1241,24,tue,13:30,14:45
1242,24,thu,13:30,14:45
1243,25,tue,09:00,10:15
1244,25,thu,09:00,10:15
1245,23,tue,15:00,16:15
1246,23,thu,15:00,16:15
1247,24,tue,15:00,16:15
1248,24,thu,15:00,16:15
1249,31,tue,10:30,11:45
1250,31,thu,10:30,11:45
1251,24,mon,10:30,11:45
1252,24,wed,12:00,13:15
1253,25,mon,09:00,10:15
1254,25,wed,10:30,11:45
1255,25,wed,15:00,16:15
1256,25,fri,15:00,16:15
1257,96,tue,10:30,11:45
1258,96,thu,10:30,11:45
1259,98,mon,16:30,17:45
1260,98,fri,16:30,17:45
1261,88,mon,12:00,13:15
1262,88,fri,10:30,11:45
1263,97,wed,09:00,10:15
1264,97,fri,09:00,10:15
1265,96,tue,16:30,17:45
1266,96,thu,16:30,17:45
1267,105,wed,13:30,14:45
1268,105,fri,13:30,14:45
1269,72,tue,09:00,10:15
1270,72,thu,09:00,10:15
1271,106,mon,15:00,16:15
1272,106,wed,16:30,17:45
1273,98,wed,15:00,16:15
1274,98,fri,15:00,16:15
1275,48,tue,12:00,13:15
1276,48,thu,12:00,13:15
1277,90,wed,13:30,14:45
1278,90,fri,13:30,14:45
1279,97,tue,13:30,14:45
1280,97,thu,13:30,14:45
1281,109,tue,10:30,11:45
1282,109,thu,10:30,11:45
1283,90,mon,12:00,13:15
1284,90,fri,10:30,11:45
1285,70,tue,16:30,17:45
1286,70,thu,16:30,17:45
1287,99,mon,13:30,14:45
1288,99,fri,12:00,13:15
1289,67,wed,09:00,10:15
1290,67,fri,09:00,10:15
1291,46,mon,09:00,10:15
1292,46,wed,10:30,11:45
1293,47,tue,10:30,11:45
1294,47,thu,10:30,11:45
1295,49,mon,12:00,13:15
1296,49,fri,10:30,11:45
1297,46,tue,16:30,17:45
1298,46,thu,16:30,17:45
1299,46,wed,15:00,16:15
1300,46,fri,15:00,16:15
1301,46,mon,13:30,14:45
1302,46,fri,12:00,13:15
1303,46,tue,12:00,13:15
1304,46,thu,12:00,13:15
1305,47,tue,09:00,10:15
1306,47,thu,09:00,10:15
1307,46,wed,13:30,14:45
1308,46,fri,13:30,14:45
1309,46,mon,12:00,13:15
1310,46,fri,10:30,11:45
1311,49,mon,15:00,16:15
1312,49,wed,16:30,17:45
1313,46,tue,13:30,14:45
1314,46,thu,13:30,14:45
1315,49,tue,10:30,11:45
1316,49,thu,10:30,11:45
1317,47,tue,15:00,16:15
1318,47,thu,15:00,16:15
1319,46,mon,15:00,16:15
1320,46,wed,16:30,17:45
1321,46,mon,10:30,11:45
1322,46,wed,12:00,13:15
1323,47,tue,16:30,17:45
1324,47,thu,16:30,17:45
1325,46,mon,16:30,17:45
1326,46,fri,16:30,17:45
1327,49,mon,10:30,11:45
1328,49,wed,12:00,13:15
1329,49,tue,16:30,17:45
1330,49,thu,16:30,17:45
1331,47,mon,16:30,17:45
1332,47,fri,16:30,17:45
1333,61,tue,16:30,17:45
1334,61,thu,16:30,17:45
1335,55,mon,09:00,10:15
1336,55,wed,10:30,11:45
1337,53,tue,09:00,10:15
1338,53,thu,09:00,10:15
1339,54,mon,10:30,11:45
1340,54,wed,12:00,13:15
1341,53,tue,10:30,11:45
1342,53,thu,10:30,11:45
1343,51,tue,12:00,13:15
1344,51,thu,12:00,13:15
1345,33,tue,12:00,13:15
1346,33,thu,12:00,13:15
1347,36,mon,12:00,13:15
1348,36,fri,10:30,11:45
1349,77,tue,13:30,14:45
1350,77,thu,13:30,14:45
1351,55,mon,13:30,14:45
1352,55,fri,12:00,13:15
1353,33,tue,15:00,16:15
1354,33,thu,15:00,16:15
1355,53,wed,13:30,14:45
1356,53,fri,13:30,14:45
1357,53,tue,13:30,14:45
1358,53,thu,13:30,14:45
1359,53,wed,09:00,10:15
1360,53,fri,09:00,10:15
1361,54,mon,09:00,10:15
1362,54,wed,10:30,11:45
1363,55,wed,13:30,14:45
1364,55,fri,13:30,14:45
1365,51,mon,15:00,16:15
1366,51,wed,16:30,17:45
1367,55,wed,15:00,16:15
1368,55,fri,15:00,16:15
1369,54,mon,15:00,16:15
1370,54,wed,16:30,17:45
1371,77,tue,10:30,11:45
1372,77,thu,10:30,11:45
1373,53,wed,15:00,16:15
1374,53,fri,15:00,16:15
1375,51,wed,09:00,10:15
1376,51,fri,09:00,10:15
1377,77,tue,09:00,10:15
1378,77,thu,09:00,10:15
1379,51,mon,09:00,10:15
1380,51,wed,10:30,11:45
1381,51,tue,10:30,11:45
1382,51,thu,10:30,11:45
1383,55,tue,12:00,13:15
1384,55,thu,12:00,13:15
1385,33,wed,13:30,14:45
1386,33,fri,13:30,14:45
1387,69,mon,13:30,14:45
1388,69,mon,16:30,18:00
1389,69,mon,13:30,14:45
1390,69,mon,18:00,19:30
1391,69,tue,13:30,14:45
1392,69,tue,16:30,18:00
1393,69,tue,13:30,14:45
1394,69,tue,18:00,19:30
1395,69,thu,16:30,18:00
1396,69,fri,12:00,13:15
1397,69,thu,18:00,19:30
1398,69,fri,12:00,13:15
1399,98,mon,12:00,13:15
1400,98,fri,10:30,11:45
1401,103,wed,09:00,10:15
1402,103,fri,09:00,10:15
1403,56,tue,12:00,13:15
1404,56,thu,12:00,13:15
1405,45,tue,16:30,17:45
1406,45,thu,16:30,17:45
1407,45,mon,09:00,10:15
1408,45,wed,10:30,11:45
1409,100,wed,15:00,16:15
1410,100,fri,15:00,16:15
1411,56,mon,13:30,14:45
1412,56,fri,12:00,13:15
1413,102,wed,13:30,14:45
1414,102,fri,13:30,14:45
1415,56,wed,09:00,10:15
1416,56,fri,09:00,10:15
1417,72,wed,09:00,10:15
1418,72,fri,09:00,10:15
1419,45,wed,13:30,14:45
1420,45,fri,13:30,14:45
1421,96,tue,12:00,13:15
1422,96,thu,12:00,13:15
1423,89,tue,10:30,11:45
1424,89,thu,10:30,11:45
1425,103,mon,13:30,14:45
1426,103,fri,12:00,13:15
1427,49,tue,12:00,13:15
1428,49,thu,12:00,13:15
1429,20,tue,13:30,14:45
1430,20,thu,13:30,14:45
1431,101,mon,12:00,13:15
1432,101,fri,10:30,11:45
1433,112,wed,13:30,14:45
1434,112,fri,13:30,14:45
1435,66,tue,16:30,17:45
1436,66,thu,16:30,17:45
1437,100,tue,13:30,14:45
1438,100,thu,13:30,14:45
1439,99,tue,16:30,17:45
1440,99,thu,16:30,17:45
1441,66,wed,13:30,14:45
1442,66,fri,13:30,14:45
1443,124,wed,13:30,14:45
1444,124,fri,13:30,14:45
1445,90,tue,10:30,11:45
1446,90,thu,10:30,11:45
1447,22,wed,15:00,16:15
1448,22,fri,15:00,16:15
1449,111,tue,12:00,13:15
1450,111,thu,12:00,13:15
1451,112,mon,10:30,11:45
1452,112,wed,12:00,13:15
1453,28,mon,12:00,13:15
1454,28,fri,10:30,11:45
1455,99,wed,15:00,16:15
1456,99,fri,15:00,16:15
1457,111,tue,15:00,16:15
1458,111,thu,15:00,16:15
1459,56,tue,13:30,14:45
1460,56,thu,13:30,14:45
1461,114,tue,10:30,11:45
1462,114,thu,10:30,11:45
1463,109,mon,10:30,11:45
1464,109,wed,12:00,13:15
1465,64,tue,15:00,16:15
1466,64,thu,15:00,16:15
1467,32,fri,15:00,16:50
1468,32,tue,15:00,16:15
1469,32,thu,15:00,16:15
1470,66,tue,15:00,16:15
1471,66,thu,15:00,16:15
1472,117,tue,09:00,10:50
1473,123,wed,10:30,12:20
1474,130,thu,13:30,15:20
1475,45,mon,16:30,18:20
1476,56,wed,10:30,12:20
1477,56,mon,16:30,19:15
1478,89,tue,15:00,16:15
1479,170,mon,13:30,14:20
1480,170,fri,12:00,12:50
1481,69,wed,15:00,17:45
1482,107,thu,16:30,17:45
1483,60,mon,12:00,13:15
1484,60,fri,10:30,11:45
1485,56,mon,15:00,16:15
1486,56,wed,16:30,17:45
1487,171,mon,13:30,16:15
1488,89,wed,10:30,13:15
1489,100,thu,15:00,17:45
1490,89,mon,12:00,14:45
1491,38,fri,15:00,17:45
1492,175,tue,13:30,14:45
1493,175,thu,13:30,14:45
1494,160,mon,16:30,17:45
1495,160,fri,16:30,17:45
1496,37,tue,16:30,19:15
1497,119,tue,13:30,16:15
1498,35,fri,09:00,11:45
1499,64,mon,15:00,16:15
1500,64,wed,16:30,17:45
1501,112,mon,13:30,14:45
1502,112,fri,12:00,13:15
1503,72,tue,15:00,17:45
1504,66,mon,10:30,11:45
1505,66,wed,12:00,13:15
1506,68,tue,09:00,10:15
1507,68,thu,09:00,10:15
1508,66,mon,15:00,16:15
1509,66,wed,16:30,17:45
1510,79,wed,15:00,16:15
1511,79,fri,15:00,16:15
1512,79,tue,13:30,14:45
1513,79,thu,13:30,14:45
1514,63,wed,13:30,14:45
1515,63,fri,13:30,14:45
1516,66,mon,09:00,10:15
1517,66,wed,10:30,11:45
1518,61,tue,13:30,14:45
1519,61,thu,13:30,14:45
1520,67,wed,15:00,16:15
1521,67,fri,15:00,16:15
1522,63,tue,16:30,17:45
1523,63,thu,16:30,17:45
1524,64,mon,13:30,14:45
1525,64,fri,12:00,13:15
1526,63,mon,12:00,13:15
1527,63,fri,10:30,11:45
1528,68,tue,15:00,16:15
1529,68,thu,15:00,16:15
1530,67,mon,09:00,10:15
1531,67,wed,10:30,11:45
1532,66,tue,10:30,11:45
1533,66,thu,10:30,11:45
1534,66,mon,12:00,13:15
1535,66,fri,10:30,11:45
1536,66,tue,12:00,13:15
1537,66,thu,12:00,13:15
1538,62,mon,15:00,16:15
1539,62,wed,16:30,17:45
1540,63,wed,15:00,16:15
1541,63,fri,15:00,16:15
1542,66,wed,09:00,10:15
1543,66,fri,09:00,10:15
1544,66,tue,13:30,14:45
1545,66,thu,13:30,14:45
1546,67,mon,12:00,13:15
1547,67,fri,10:30,11:45
1548,67,mon,15:00,16:15
1549,67,wed,16:30,17:45
1550,34,mon,12:00,13:15
1551,34,fri,10:30,11:45
1552,34,mon,13:30,14:45
1553,34,fri,12:00,13:15
1554,36,mon,13:30,14:45
1555,36,fri,12:00,13:15
1556,63,tue,10:30,11:45
1557,63,thu,10:30,11:45
1558,61,tue,15:00,16:15
1559,61,thu,15:00,16:15
1560,63,mon,10:30,11:45
1561,63,wed,12:00,13:15
1562,31,mon,10:30,11:45
1563,31,wed,12:00,13:15
1564,71,tue,09:00,10:15
1565,71,thu,09:00,10:15
1566,48,tue,10:30,11:45
1567,48,thu,10:30,11:45
1568,129,tue,13:30,14:45
1569,129,thu,13:30,14:45
1570,23,fri,13:30,16:15
1571,51,tue,15:00,16:15
1572,51,thu,15:00,16:15
1573,51,wed,15:00,16:15
1574,51,fri,15:00,16:15
1575,53,mon,09:00,10:15
1576,53,wed,10:30,11:45
1577,53,mon,10:30,11:45
1578,53,wed,12:00,13:15
1579,49,tue,13:30,14:45
1580,49,thu,13:30,14:45
1581,165,wed,13:30,14:45
1582,165,fri,13:30,14:45
1583,165,wed,15:00,16:15
1584,165,fri,15:00,16:15
1585,116,tue,15:00,16:15
1586,116,thu,15:00,16:15
1587,127,tue,12:00,13:15
1588,127,thu,12:00,13:15
1589,49,tue,15:00,16:15
1590,49,thu,15:00,16:15
1591,56,tue,09:00,11:45
1592,56,thu,09:00,11:45
1593,168,tue,09:00,11:45
1594,168,thu,09:00,11:45
1595,24,wed,09:00,10:15
1596,24,fri,09:00,10:15
1597,37,tue,12:00,13:15
1598,37,thu,12:00,13:15
1599,88,mon,13:30,14:45
1600,88,fri,12:00,13:15
1601,37,tue,10:30,11:45
1602,37,thu,10:30,11:45
1603,30,wed,13:30,14:45
1604,30,fri,13:30,14:45
1605,39,tue,10:30,11:45
1606,39,thu,10:30,11:45
1607,113,tue,12:00,13:15
1608,113,thu,12:00,13:15
1609,38,fri,10:30,13:15
1610,37,mon,16:30,19:15
1611,38,mon,15:00,17:45
1612,22,fri,16:30,19:15
1613,21,wed,13:30,16:15
1614,129,mon,16:30,17:45
1615,129,fri,16:30,17:45
1616,128,mon,10:30,11:45
1617,128,wed,12:00,13:15
1618,48,tue,13:30,14:45
1619,48,thu,13:30,14:45
1620,21,tue,15:00,16:15
1621,21,thu,15:00,16:15
1622,37,tue,15:00,16:15
1623,37,thu,15:00,16:15
1624,62,tue,15:00,16:15
1625,62,thu,15:00,16:15
1626,28,wed,15:00,16:15
1627,28,fri,15:00,16:15
1628,20,wed,09:00,10:15
1629,20,fri,09:00,10:15
1630,30,mon,12:00,13:15
1631,30,fri,10:30,11:45
1632,110,tue,10:30,11:45
1633,110,thu,10:30,11:45
1634,109,tue,13:30,16:15
1635,31,tue,13:30,14:45
1636,31,thu,13:30,14:45
1637,20,wed,10:30,12:20
1638,89,tue,13:30,14:45
1639,89,thu,13:30,14:45
1640,102,tue,15:00,16:15
1641,102,thu,15:00,16:15
1642,98,wed,13:30,14:45
1643,98,fri,13:30,14:45
1644,105,mon,13:30,14:45
1645,105,fri,12:00,13:15
1646,96,mon,09:00,10:15
1647,96,wed,10:30,11:45
1648,165,tue,09:00,10:15
1649,165,thu,09:00,10:15
1650,110,tue,13:30,14:45
1651,110,thu,13:30,14:45
1652,105,tue,15:00,16:15
1653,105,thu,15:00,16:15
1654,98,wed,09:00,10:15
1655,98,fri,09:00,10:15
1656,167,tue,10:30,11:45
1657,167,thu,10:30,11:45
1658,162,wed,09:00,10:15
1659,162,fri,09:00,10:15
1660,105,mon,09:00,10:15
1661,105,wed,10:30,11:45
1662,166,mon,10:30,11:45
1663,166,wed,12:00,13:15
1664,105,mon,12:00,13:15
1665,105,fri,10:30,11:45
1666,98,mon,13:30,14:45
1667,98,fri,12:00,13:15
1668,105,mon,15:00,16:15
1669,105,wed,16:30,17:45
1670,105,tue,09:00,10:15
1671,105,thu,09:00,10:15
1672,166,tue,12:00,13:15
1673,166,thu,12:00,13:15
1674,162,tue,13:30,14:45
1675,162,thu,13:30,14:45
1676,162,tue,15:00,16:15
1677,162,thu,15:00,16:15
1678,88,mon,15:00,16:15
1679,88,wed,16:30,17:45
1680,3,tue,12:00,13:15
1681,3,thu,12:00,13:15
1682,2,mon,12:00,13:15
1683,2,fri,10:30,11:45
1684,3,mon,13:30,14:45
1685,3,fri,12:00,13:15
1686,3,wed,09:00,10:15
1687,3,fri,09:00,10:15
1688,93,mon,09:00,10:15
1689,93,wed,10:30,11:45
1690,90,mon,10:30,11:45
1691,90,wed,12:00,13:15
1692,96,tue,13:30,14:45
1693,96,thu,13:30,14:45
1694,96,wed,15:00,17:45
1695,100,mon,09:00,10:15
1696,100,wed,10:30,11:45
1697,103,tue,10:30,11:45
1698,103,thu,10:30,11:45
1699,62,mon,12:00,13:15
1700,62,fri,10:30,11:45
1701,47,mon,09:00,10:15
1702,47,wed,10:30,11:45
1703,49,tue,09:00,10:15
1704,49,thu,09:00,10:15
1705,47,mon,10:30,11:45
1706,47,wed,12:00,13:15
1707,46,tue,10:30,11:45
1708,46,thu,10:30,11:45
1709,47,wed,13:30,14:45
1710,47,fri,13:30,14:45
1711,46,tue,15:00,16:15
1712,46,thu,15:00,16:15
1713,47,mon,12:00,13:15
1714,47,fri,10:30,11:45
1715,47,tue,13:30,14:45
1716,47,thu,13:30,14:45
1717,47,mon,15:00,16:15
1718,47,wed,16:30,17:45
1719,49,wed,13:30,14:45
1720,49,fri,13:30,14:45
1721,55,tue,09:00,10:15
1722,55,thu,09:00,10:15
1723,51,mon,10:30,11:45
1724,51,wed,12:00,13:15
1725,36,tue,10:30,11:45
1726,36,thu,10:30,11:45
1727,55,tue,10:30,11:45
1728,55,thu,10:30,11:45
1729,36,tue,12:00,13:15
1730,36,thu,12:00,13:15
1731,53,tue,12:00,13:15
1732,53,thu,12:00,13:15
1733,55,tue,13:30,14:45
1734,55,thu,13:30,14:45
1735,54,mon,13:30,14:45
1736,54,fri,12:00,13:15
1737,55,tue,15:00,16:15
1738,55,thu,15:00,16:15
1739,33,wed,15:00,16:15
1740,33,fri,15:00,16:15
1741,53,tue,15:00,16:15
1742,53,thu,15:00,16:15
1743,51,wed,13:30,14:45
1744,51,fri,13:30,14:45
1745,33,tue,13:30,14:45
1746,33,thu,13:30,14:45
1747,54,wed,15:00,16:15
1748,54,fri,15:00,16:15
1749,61,mon,10:30,11:45
1750,61,wed,12:00,13:15
1751,53,mon,13:30,14:45
1752,53,fri,12:00,13:15
1753,53,mon,12:00,13:15
1754,53,fri,10:30,11:45
1755,60,mon,10:30,11:45
1756,60,wed,12:00,13:15
1757,60,mon,15:00,16:50
1758,67,tue,16:30,18:20
1759,59,tue,13:30,14:20
1760,59,thu,13:30,14:20
1761,59,tue,10:30,11:20
1762,59,thu,10:30,11:20
1763,60,mon,09:00,09:50
1764,60,wed,10:30,11:20
1765,60,tue,13:30,14:20
1766,60,thu,13:30,14:20
1767,53,mon,16:30,18:20
1768,61,mon,15:00,16:50
1769,68,tue,16:30,18:20
1770,75,tue,09:00,10:15
1771,75,thu,09:00,10:15
1772,73,tue,15:00,16:15
1773,73,thu,15:00,16:15
1774,67,tue,12:00,13:15
1775,67,thu,12:00,13:15
1776,82,mon,09:00,10:15
1777,82,wed,10:30,11:45
1778,60,wed,15:00,17:45
1779,65,thu,15:00,17:45
1780,71,tue,10:30,11:45
1781,71,thu,10:30,11:45
1782,47,mon,13:30,14:45
1783,47,fri,12:00,13:15
1784,28,tue,10:30,11:45
1785,28,thu,10:30,11:45
1786,28,tue,12:00,13:15
1787,28,thu,12:00,13:15
1788,82,tue,09:00,10:15
1789,82,thu,09:00,10:15
1790,23,wed,13:30,16:15
1791,60,tue,15:00,16:15
1792,60,thu,15:00,16:15
1793,25,mon,10:30,11:45
1794,25,wed,12:00,13:15
1795,164,fri,15:00,17:45
1796,11,mon,15:00,16:15
1797,11,wed,16:30,17:45
1798,94,tue,09:00,10:15
1799,94,thu,09:00,10:15
1800,17,wed,15:00,17:45
1801,91,tue,12:00,13:15
